DATE.num.scaled,AMGR,AMMA,ANBO,PSRE,RAAU,RACA,RAPR,TAGR,SiteCode
611,NA,NA,50,NA,NA,NA,NA,NA,BRUR
624,NA,NA,NA,NA,NA,1,NA,NA,DRY
624,NA,NA,NA,NA,NA,1,NA,NA,DRY
624,NA,NA,NA,NA,NA,1,NA,NA,DRY
650,NA,NA,NA,NA,NA,NA,NA,50,FROG
650,NA,NA,NA,NA,NA,NA,NA,50,FROG
650,NA,NA,NA,NA,NA,NA,NA,50,FROG
654,NA,NA,NA,20,NA,4,NA,12,JACK
654,NA,NA,NA,20,NA,4,NA,12,JACK
654,NA,NA,NA,20,NA,4,NA,12,JACK
680,NA,NA,NA,NA,NA,NA,NA,NA,FRY
680,NA,NA,NA,NA,NA,NA,NA,NA,FRY
690,NA,NA,NA,NA,NA,2,NA,12,LCM
690,NA,NA,NA,NA,NA,2,NA,12,LCM
690,NA,NA,NA,NA,NA,2,NA,12,LCM
984,NA,NA,30,2,NA,NA,NA,3,BRUR
984,NA,NA,30,2,NA,NA,NA,3,BRUR
984,NA,NA,30,2,NA,NA,NA,3,BRUR
1009,NA,NA,1,NA,NA,NA,NA,NA,BRUR
1022,NA,NA,1,NA,NA,NA,NA,NA,BRUR
1024,NA,NA,NA,NA,NA,NA,NA,NA,FRY
1024,NA,NA,NA,NA,NA,NA,NA,NA,FRY
1063,NA,NA,NA,NA,NA,NA,NA,2,BRUR
1063,NA,NA,NA,NA,NA,NA,NA,2,BRUR
1084,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
1084,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
1304,NA,NA,NA,6,NA,NA,NA,NA,BRUR
1350,NA,NA,0,NA,NA,NA,NA,NA,BRUR
1371,NA,NA,NA,3,NA,NA,NA,1,FRY
1371,NA,NA,NA,3,NA,NA,NA,1,FRY
1371,NA,NA,NA,3,NA,NA,NA,1,FRY
1371,NA,NA,NA,3,NA,NA,NA,1,FRY
1455,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
1732,NA,NA,NA,NA,NA,NA,NA,NA,LCM
1732,NA,NA,NA,NA,NA,NA,NA,NA,LCM
1735,NA,NA,30,NA,NA,NA,NA,NA,BRUR
1748,NA,NA,NA,NA,NA,NA,NA,NA,JACK
1748,NA,NA,NA,NA,NA,NA,NA,NA,JACK
1748,NA,NA,NA,NA,NA,NA,NA,NA,JACK
1748,NA,NA,NA,NA,NA,5,NA,NA,DRY
1748,NA,NA,NA,NA,NA,5,NA,NA,DRY
1748,NA,NA,NA,NA,NA,5,NA,NA,DRY
1748,NA,NA,NA,NA,NA,5,NA,NA,DRY
1811,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
1811,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2020,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2037,NA,NA,NA,6,NA,NA,NA,NA,BRUR
2037,NA,NA,NA,6,NA,NA,NA,NA,BRUR
2076,NA,NA,NA,NA,NA,1,NA,NA,WEENS
2076,NA,NA,NA,NA,NA,1,NA,NA,WEENS
2078,NA,NA,1,NA,NA,NA,NA,NA,BRUR
2086,NA,NA,40,NA,NA,NA,NA,NA,BRUR
2105,NA,NA,1,2,NA,NA,NA,NA,DRY
2105,NA,NA,1,2,NA,NA,NA,NA,DRY
2105,NA,NA,1,2,NA,NA,NA,NA,DRY
2105,NA,NA,1,2,NA,NA,NA,NA,DRY
2105,NA,NA,NA,100,NA,20,NA,NA,JACK
2105,NA,NA,NA,100,NA,20,NA,NA,JACK
2105,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2105,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2154,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2179,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2179,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2179,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2179,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2179,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2179,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2179,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2179,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2179,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2201,NA,NA,NA,1,NA,NA,NA,NA,LCM
2201,NA,NA,NA,1,NA,NA,NA,NA,LCM
2201,NA,NA,NA,1,NA,NA,NA,NA,LCM
2384,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2384,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2391,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2401,NA,NA,NA,1,NA,NA,NA,4,WEENS
2401,NA,NA,NA,1,NA,NA,NA,4,WEENS
2401,NA,NA,NA,1,NA,NA,NA,4,WEENS
2401,NA,17,NA,4,NA,NA,NA,50,FROG
2401,NA,17,NA,4,NA,NA,NA,50,FROG
2401,NA,17,NA,4,NA,NA,NA,50,FROG
2401,NA,17,NA,4,NA,NA,NA,50,FROG
2401,NA,17,NA,4,NA,NA,NA,50,FROG
2402,1,NA,110,4,NA,NA,NA,NA,FROG
2402,1,NA,110,4,NA,NA,NA,NA,FROG
2402,1,NA,110,4,NA,NA,NA,NA,FROG
2402,1,NA,110,4,NA,NA,NA,NA,FROG
2405,NA,5,28,NA,NA,NA,NA,NA,FROG
2405,NA,5,28,NA,NA,NA,NA,NA,FROG
2408,NA,NA,NA,1,NA,NA,NA,10,WEENS
2408,NA,NA,NA,1,NA,NA,NA,10,WEENS
2408,NA,NA,NA,1,NA,NA,NA,10,WEENS
2408,NA,3,8,5,NA,NA,NA,NA,FROG
2408,NA,3,8,5,NA,NA,NA,NA,FROG
2408,NA,3,8,5,NA,NA,NA,NA,FROG
2415,NA,NA,NA,NA,NA,NA,NA,60,FROG
2415,NA,NA,NA,NA,NA,NA,NA,60,FROG
2421,NA,NA,12,NA,NA,NA,NA,NA,BRUR
2433,NA,NA,30,NA,NA,NA,NA,NA,BRUR
2433,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2433,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2433,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2433,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2442,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2444,NA,NA,NA,NA,NA,1,NA,1,JACK
2444,NA,NA,NA,NA,NA,1,NA,1,JACK
2444,NA,NA,NA,NA,NA,1,NA,1,JACK
2444,NA,NA,NA,NA,NA,1,NA,1,JACK
2444,NA,NA,NA,NA,NA,1,NA,1,JACK
2444,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2444,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2444,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2444,NA,NA,NA,NA,NA,NA,NA,12,FRY
2444,NA,NA,NA,NA,NA,NA,NA,12,FRY
2444,NA,NA,NA,NA,NA,NA,NA,12,FRY
2459,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2459,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2459,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2459,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2459,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2459,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2459,NA,NA,NA,NA,NA,1,NA,NA,LCM
2472,NA,NA,NA,NA,NA,1,NA,NA,JACK
2472,NA,NA,NA,NA,NA,1,NA,NA,JACK
2472,NA,NA,NA,NA,NA,1,NA,NA,JACK
2472,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2472,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2487,NA,NA,NA,NA,NA,NA,NA,NA,JACK
2540,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2540,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2736,NA,NA,NA,NA,1,NA,NA,6,BRUR
2736,NA,NA,NA,NA,1,NA,NA,6,BRUR
2747,NA,NA,NA,NA,NA,NA,NA,1,BRUR
2747,NA,NA,NA,NA,NA,NA,NA,1,BRUR
2768,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2781,NA,NA,NA,4,NA,NA,NA,1,WEENS
2781,NA,NA,NA,4,NA,NA,NA,1,WEENS
2781,NA,NA,NA,4,NA,NA,NA,1,WEENS
2781,NA,2,NA,NA,NA,NA,NA,16,FROG
2781,NA,2,NA,NA,NA,NA,NA,16,FROG
2781,NA,2,NA,NA,NA,NA,NA,16,FROG
2801,NA,NA,83,NA,NA,NA,NA,NA,BRUR
2805,NA,NA,1,NA,NA,NA,NA,NA,FROG
2808,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2872,NA,NA,NA,NA,NA,NA,3,NA,CAMAS
2872,NA,NA,NA,NA,NA,NA,3,NA,CAMAS
2872,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2872,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2872,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2885,NA,NA,NA,NA,NA,NA,1,6,CAMAS
2885,NA,NA,NA,NA,NA,NA,1,6,CAMAS
2885,NA,NA,NA,NA,NA,NA,1,6,CAMAS
2885,NA,NA,NA,NA,NA,NA,1,6,CAMAS
2885,NA,NA,NA,NA,NA,NA,1,6,CAMAS
2885,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2885,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2885,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2885,NA,NA,NA,NA,NA,NA,NA,NA,FROG
2885,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2885,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2907,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2907,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2907,NA,NA,NA,NA,NA,NA,NA,NA,FRY
2911,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2911,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2911,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
2917,NA,NA,NA,NA,NA,NA,NA,NA,DRY
2917,NA,NA,1,NA,NA,6,NA,NA,JACK
2917,NA,NA,1,NA,NA,6,NA,NA,JACK
2917,NA,NA,1,NA,NA,6,NA,NA,JACK
2917,NA,NA,NA,NA,1,NA,NA,NA,LCM
2917,NA,NA,NA,NA,1,NA,NA,NA,LCM
3096,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3120,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3141,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3145,NA,3,NA,NA,NA,NA,NA,NA,FROG
3145,NA,3,NA,NA,NA,NA,NA,NA,FROG
3162,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3169,NA,NA,NA,NA,NA,NA,1,25,CAMAS
3169,NA,NA,NA,NA,NA,NA,1,25,CAMAS
3197,NA,NA,NA,NA,NA,NA,2,12,CAMAS
3197,NA,NA,NA,NA,NA,NA,2,12,CAMAS
3197,NA,NA,NA,NA,NA,NA,2,12,CAMAS
3197,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3197,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3197,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3208,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3224,NA,NA,NA,NA,NA,16,NA,10,JACK
3224,NA,NA,NA,NA,NA,16,NA,10,JACK
3224,NA,NA,NA,NA,NA,16,NA,10,JACK
3224,NA,NA,NA,NA,NA,16,NA,10,JACK
3224,NA,NA,NA,NA,NA,16,NA,10,JACK
3265,NA,NA,NA,NA,NA,NA,1,25,CAMAS
3265,NA,NA,NA,NA,NA,NA,1,25,CAMAS
3265,NA,NA,NA,NA,NA,NA,1,25,CAMAS
3265,NA,NA,1,NA,NA,NA,NA,NA,JACK
3265,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3265,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3265,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3265,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3265,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3265,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3276,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3288,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3288,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3505,NA,NA,NA,1,NA,NA,NA,NA,BRUR
3505,NA,NA,NA,1,NA,NA,NA,NA,BRUR
3539,NA,NA,NA,40,NA,1,NA,NA,JACK
3539,NA,NA,NA,40,NA,1,NA,NA,JACK
3539,NA,NA,NA,40,NA,1,NA,NA,JACK
3539,NA,NA,NA,40,NA,1,NA,NA,JACK
3539,NA,NA,NA,NA,NA,NA,NA,6,WEENS
3539,NA,NA,NA,NA,NA,NA,NA,6,WEENS
3539,NA,NA,NA,NA,NA,NA,NA,6,WEENS
3539,NA,NA,1,NA,NA,NA,NA,NA,FROG
3555,NA,NA,NA,NA,NA,3,NA,25,WEENS
3555,NA,NA,NA,NA,NA,3,NA,25,WEENS
3555,NA,NA,NA,NA,NA,3,NA,25,WEENS
3555,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3555,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3561,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
3561,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
3569,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3569,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3569,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3569,NA,NA,NA,NA,NA,NA,NA,2,JACK
3569,NA,NA,NA,NA,NA,NA,NA,2,JACK
3569,NA,NA,NA,NA,NA,NA,NA,2,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,2,NA,NA,NA,10,JACK
3574,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3574,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3610,NA,NA,NA,2,NA,1,NA,3,JACK
3610,NA,NA,NA,2,NA,1,NA,3,JACK
3610,NA,NA,NA,2,NA,1,NA,3,JACK
3610,NA,NA,NA,2,NA,1,NA,3,JACK
3637,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3637,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3638,NA,NA,NA,2,NA,1,NA,2,LCM
3638,NA,NA,NA,2,NA,1,NA,2,LCM
3638,NA,NA,NA,2,NA,1,NA,2,LCM
3648,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3648,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
3884,NA,NA,0,NA,NA,NA,NA,NA,BRUR
3897,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3907,NA,NA,4,NA,NA,NA,NA,NA,BRUR
3912,NA,NA,60,NA,NA,NA,NA,NA,BRUR
3925,NA,NA,NA,NA,NA,NA,NA,NA,DRY
3925,NA,NA,NA,NA,NA,NA,NA,NA,DRY
3925,NA,NA,NA,NA,NA,NA,NA,NA,DRY
3925,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3925,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3925,NA,NA,NA,NA,NA,NA,NA,NA,FRY
3941,NA,NA,NA,NA,NA,1,3,50,CAMAS
3941,NA,NA,NA,NA,NA,1,3,50,CAMAS
3941,NA,NA,NA,NA,NA,1,3,50,CAMAS
3941,NA,NA,NA,NA,NA,1,3,50,CAMAS
3941,NA,NA,NA,NA,NA,1,3,50,CAMAS
3941,NA,NA,NA,NA,NA,1,3,50,CAMAS
3994,NA,NA,4,NA,NA,12,NA,8,JACK
3994,NA,NA,4,NA,NA,12,NA,8,JACK
3994,NA,NA,4,NA,NA,12,NA,8,JACK
3994,NA,NA,4,NA,NA,12,NA,8,JACK
3994,NA,NA,4,NA,NA,12,NA,8,JACK
3994,NA,NA,NA,NA,NA,NA,NA,NA,FROG
3994,NA,NA,2,NA,NA,NA,NA,NA,FRY
3994,NA,NA,2,NA,NA,NA,NA,NA,FRY
3994,NA,NA,2,NA,NA,NA,NA,NA,FRY
3994,NA,NA,2,NA,NA,NA,NA,NA,FRY
3994,NA,NA,2,NA,NA,NA,NA,NA,FRY
4007,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4007,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4007,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4013,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4013,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4013,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4013,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4013,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4028,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4207,NA,NA,NA,NA,1,NA,NA,NA,BRUR
4207,NA,NA,NA,NA,1,NA,NA,NA,BRUR
4220,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4221,NA,NA,NA,NA,NA,4,NA,NA,WEENS
4221,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4248,NA,NA,2,NA,NA,NA,NA,NA,FRY
4248,NA,NA,0,NA,NA,0,NA,NA,DRY
4248,NA,NA,0,NA,NA,0,NA,NA,DRY
4259,NA,NA,72,NA,NA,NA,NA,NA,BRUR
4259,NA,NA,72,NA,NA,NA,NA,NA,BRUR
4260,NA,NA,58,100,NA,NA,NA,NA,FRY
4260,NA,NA,58,100,NA,NA,NA,NA,FRY
4261,NA,NA,NA,30,NA,2,NA,NA,LCM
4261,NA,NA,NA,30,NA,2,NA,NA,LCM
4276,NA,NA,NA,4,NA,NA,NA,NA,DRY
4276,NA,NA,NA,4,NA,NA,NA,NA,DRY
4276,NA,NA,NA,4,NA,NA,NA,NA,DRY
4276,NA,NA,NA,NA,NA,1,NA,4,JACK
4276,NA,NA,NA,NA,NA,1,NA,4,JACK
4276,NA,NA,NA,NA,NA,1,NA,4,JACK
4297,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4297,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4297,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4297,NA,NA,NA,2,NA,2,NA,NA,JACK
4297,NA,NA,NA,2,NA,2,NA,NA,JACK
4297,NA,NA,NA,2,NA,2,NA,NA,JACK
4297,NA,NA,NA,2,NA,2,NA,NA,JACK
4303,NA,NA,NA,2,NA,3,2,12,CAMAS
4303,NA,NA,NA,2,NA,3,2,12,CAMAS
4303,NA,NA,NA,2,NA,3,2,12,CAMAS
4303,NA,NA,NA,2,NA,3,2,12,CAMAS
4303,NA,NA,NA,2,NA,3,2,12,CAMAS
4303,NA,NA,1,10,NA,5,NA,5,JACK
4303,NA,NA,1,10,NA,5,NA,5,JACK
4303,NA,NA,1,10,NA,5,NA,5,JACK
4303,NA,NA,1,10,NA,5,NA,5,JACK
4303,NA,NA,1,10,NA,5,NA,5,JACK
4303,NA,NA,1,10,NA,5,NA,5,JACK
4365,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4374,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4386,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4386,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4386,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4579,NA,NA,NA,NA,NA,NA,NA,3,BRUR
4579,NA,NA,NA,NA,NA,NA,NA,3,BRUR
4598,NA,NA,NA,1,NA,NA,NA,NA,WEENS
4598,NA,NA,NA,1,NA,NA,NA,NA,WEENS
4598,NA,2,NA,NA,NA,NA,NA,NA,FROG
4598,NA,2,NA,NA,NA,NA,NA,NA,FROG
4625,NA,NA,0,NA,NA,NA,NA,NA,BRUR
4625,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4625,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4625,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4647,NA,NA,20,NA,NA,NA,NA,NA,BRUR
4647,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4660,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4660,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4660,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4660,NA,NA,NA,NA,NA,NA,NA,NA,DRY
4660,NA,1,NA,NA,NA,1,NA,NA,JACK
4660,NA,1,NA,NA,NA,1,NA,NA,JACK
4660,NA,1,NA,NA,NA,1,NA,NA,JACK
4660,NA,1,NA,NA,NA,1,NA,NA,JACK
4705,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4705,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4705,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4705,NA,NA,NA,NA,NA,NA,NA,NA,FRY
4705,NA,NA,NA,NA,NA,1,NA,NA,JACK
4705,NA,NA,NA,NA,NA,1,NA,NA,JACK
4705,NA,NA,NA,NA,NA,1,NA,NA,JACK
4705,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4709,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4709,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4714,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4714,NA,NA,NA,NA,NA,NA,NA,NA,FROG
4745,NA,NA,NA,NA,NA,2,NA,NA,LCM
4930,NA,NA,NA,1,NA,NA,0,4,CAMAS
4930,NA,NA,NA,1,NA,NA,0,4,CAMAS
4930,NA,NA,NA,1,NA,NA,0,4,CAMAS
4945,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4945,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4955,NA,NA,NA,25,NA,NA,1,6,CAMAS
4955,NA,NA,NA,25,NA,NA,1,6,CAMAS
4955,NA,NA,NA,25,NA,NA,1,6,CAMAS
4958,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4958,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
4990,NA,NA,NA,6,NA,NA,NA,NA,BRUR
4997,NA,NA,NA,NA,NA,NA,NA,NA,WEENS
5018,NA,1,190,NA,NA,NA,NA,NA,FROG
5018,NA,1,190,NA,NA,NA,NA,NA,FROG
5018,NA,NA,NA,NA,NA,NA,NA,4,WEENS
5018,NA,NA,NA,NA,NA,NA,NA,4,WEENS
5018,NA,NA,NA,NA,NA,NA,NA,4,WEENS
5024,NA,NA,1,NA,NA,NA,NA,NA,WEENS
5082,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5082,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5082,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5120,NA,NA,2,NA,NA,NA,NA,NA,BRUR
5120,NA,NA,2,NA,NA,NA,NA,NA,BRUR
5300,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5300,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5330,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5353,NA,NA,NA,2,NA,1,NA,1,WEENS
5353,NA,NA,NA,2,NA,1,NA,1,WEENS
5353,NA,NA,NA,2,NA,1,NA,1,WEENS
5353,NA,NA,NA,2,NA,1,NA,1,WEENS
5353,NA,1,NA,NA,NA,NA,NA,NA,FROG
5353,NA,1,NA,NA,NA,NA,NA,NA,FROG
5369,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5388,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5388,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5388,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5388,NA,NA,NA,5,NA,NA,NA,6,JACK
5388,NA,NA,NA,5,NA,NA,NA,6,JACK
5388,NA,NA,NA,5,NA,NA,NA,6,JACK
5388,NA,NA,NA,5,NA,NA,NA,6,JACK
5437,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5437,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5437,NA,NA,NA,NA,NA,NA,NA,3,FRY
5437,NA,NA,NA,NA,NA,NA,NA,3,FRY
5437,NA,NA,NA,NA,NA,NA,NA,3,FRY
5437,NA,NA,NA,NA,NA,NA,NA,3,FRY
5437,NA,NA,NA,NA,NA,NA,NA,3,FRY
5437,NA,NA,NA,NA,NA,NA,NA,3,FRY
5667,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5697,NA,NA,NA,2,NA,1,NA,5,WEENS
5697,NA,NA,NA,2,NA,1,NA,5,WEENS
5697,NA,NA,NA,2,NA,1,NA,5,WEENS
5697,NA,NA,NA,2,NA,1,NA,5,WEENS
5697,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5725,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5725,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5725,NA,NA,NA,30,NA,1,NA,3,JACK
5725,NA,NA,NA,30,NA,1,NA,3,JACK
5725,NA,NA,NA,30,NA,1,NA,3,JACK
5725,NA,NA,NA,30,NA,1,NA,3,JACK
5725,NA,NA,NA,30,NA,1,NA,3,JACK
5732,NA,NA,NA,NA,NA,NA,NA,NA,FROG
5752,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5752,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5759,NA,NA,NA,NA,NA,2,NA,NA,LCM
5808,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5808,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5808,NA,NA,1,NA,NA,NA,NA,5,JACK
5808,NA,NA,1,NA,NA,NA,NA,5,JACK
5808,NA,NA,1,NA,NA,NA,NA,5,JACK
5808,NA,NA,1,NA,NA,NA,NA,5,JACK
5808,NA,NA,1,NA,NA,NA,NA,5,JACK
5808,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5808,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5808,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5808,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5823,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5823,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5823,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5823,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5823,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
5850,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5850,NA,NA,NA,NA,NA,NA,NA,NA,FRY
5850,NA,NA,NA,NA,NA,NA,NA,NA,DRY
5851,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
6039,NA,NA,NA,NA,1,NA,NA,NA,BRUR
6039,NA,NA,NA,NA,1,NA,NA,NA,BRUR
6046,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
6052,NA,NA,NA,NA,NA,4,NA,NA,WEENS
6077,NA,NA,NA,NA,NA,NA,NA,NA,FROG
6082,NA,NA,NA,NA,NA,NA,NA,NA,WEENS
6087,NA,NA,1,NA,NA,NA,NA,NA,FROG
6104,NA,NA,9,NA,NA,NA,NA,NA,FROG
6104,NA,NA,9,NA,NA,NA,NA,NA,FROG
6116,NA,NA,NA,5,NA,NA,NA,NA,DRY
6116,NA,NA,NA,5,NA,NA,NA,NA,DRY
6116,NA,NA,NA,5,NA,NA,NA,NA,DRY
